endTime,artistName,trackName,msPlayed,fecha,año_mes,hora,minutesPlayed
2025-08-23 21:03:00,Gustavo Pena - El Príncipe,Une,7886,2025-08-23,2025-08,21,0.13
2025-08-23 21:03:00,Alejandro y Maria Laura,Aparato,1991,2025-08-23,2025-08,21,0.03
2025-08-23 21:03:00,Martín Buscaglia,Cortémonos la Cara,183840,2025-08-23,2025-08,21,3.06
2025-08-23 21:07:00,Illya Kuryaki & The Valderramas,Abismo,238042,2025-08-23,2025-08,21,3.97
2025-08-23 21:10:00,Gauchito Club,Tu casa,169412,2025-08-23,2025-08,21,2.82
2025-08-23 21:13:00,Cocteau Twins,Cherry-coloured Funk,192466,2025-08-23,2025-08,21,3.21
2025-08-23 21:13:00,Lou Reed,Walk On the Wild Side,7167,2025-08-23,2025-08,21,0.12
2025-08-23 21:17:00,Lucy Patané,"Ay, Mi Gorrión!",230500,2025-08-23,2025-08,21,3.84
2025-08-23 21:17:00,Planta & Canta,El Jardinero,6886,2025-08-23,2025-08,21,0.11
2025-08-23 21:21:00,The Flaming Lips,Fight Test,228163,2025-08-23,2025-08,21,3.8
2025-08-23 21:23:00,WOS,ALMA DINAMITA - Live Set,1264,2025-08-23,2025-08,21,0.02
2025-08-23 21:23:00,Martín Buscaglia,Yo Nunca Pedí,149386,2025-08-23,2025-08,21,2.49
2025-08-23 21:24:00,Stone Temple Pilots,Lady Picture Show,32110,2025-08-23,2025-08,21,0.54
2025-08-23 21:27:00,Martín Buscaglia,Trivial Polonio,190004,2025-08-23,2025-08,21,3.17
2025-08-23 21:31:00,Santiago Motorizado,Google Maps,30713,2025-08-23,2025-08,21,0.51
2025-08-23 21:31:00,Usted Señalemelo,Nuevo Comienzo,0,2025-08-23,2025-08,21,0.0
2025-08-23 21:31:00,Usted Señalemelo,Gandalf,226776,2025-08-23,2025-08,21,3.78
2025-08-23 21:35:00,Duratierra,Las flores del jardín,206621,2025-08-23,2025-08,21,3.44
2025-08-23 21:35:00,El Mató a un Policía Motorizado,Terrorismo en la Copa del Mundo,6196,2025-08-23,2025-08,21,0.1
2025-08-23 21:35:00,Juan Carlos Baglietto,Era En Abril,11688,2025-08-23,2025-08,21,0.19
2025-08-23 21:39:00,La Vela Puerca,La Luna de Neuquén,254318,2025-08-23,2025-08,21,4.24
2025-08-23 21:43:00,Silvio Rodríguez,Óleo de Mujer Con Sombrero,27157,2025-08-23,2025-08,21,0.45
2025-08-23 21:43:00,Viva Elastico,Rebeldía y Swing,7491,2025-08-23,2025-08,21,0.12
2025-08-23 21:43:00,San Pedro Bonfim,Corazón de guagua,191320,2025-08-23,2025-08,21,3.19
2025-08-23 21:47:00,Bob Dylan,Sign on the Window,23083,2025-08-23,2025-08,21,0.38
2025-08-23 21:47:00,Los Piojos,Murguita,212040,2025-08-23,2025-08,21,3.53
2025-08-23 21:48:00,Fito Paez,Lo que el viento nunca se llevó,51058,2025-08-23,2025-08,21,0.85
2025-08-23 21:48:00,Bersuit Vergarabat,Danza De Los Muertos Pobres - Live In Buenos Aires / 2001,27071,2025-08-23,2025-08,21,0.45
2025-08-23 21:51:00,Jeites,Bienvenida,182715,2025-08-23,2025-08,21,3.05
2025-08-23 21:52:00,Ainda,Jacinta,19468,2025-08-23,2025-08,21,0.32
2025-08-23 21:54:00,Ainda,Chacarera del Mono,135323,2025-08-23,2025-08,21,2.26
2025-08-23 21:57:00,Ainda,Para Viajar,169231,2025-08-23,2025-08,21,2.82
2025-08-23 22:01:00,Ainda,Pájaro Alma,231197,2025-08-23,2025-08,22,3.85
2025-08-23 22:04:00,Ainda,Llorando Fuerte,213287,2025-08-23,2025-08,22,3.55
2025-08-23 22:08:00,Ainda,Ser la Luz,212561,2025-08-23,2025-08,22,3.54
2025-08-23 22:11:00,Ainda,No Me Quiero Olvidar de Vos,202728,2025-08-23,2025-08,22,3.38
2025-08-23 22:14:00,Ainda,Chacarera del Mono,135344,2025-08-23,2025-08,22,2.26
2025-08-23 22:19:00,Ainda,Para Viajar,297589,2025-08-23,2025-08,22,4.96
2025-08-23 22:28:00,Ainda,La Escalera,12527,2025-08-23,2025-08,22,0.21
2025-08-23 22:29:00,Vanessa Carlton,Ordinary Day,1676,2025-08-23,2025-08,22,0.03
2025-08-23 22:30:00,Rusted Root,Ecstasy,1479,2025-08-23,2025-08,22,0.02
2025-08-23 22:30:00,Vanessa Carlton,A Thousand Miles,82195,2025-08-23,2025-08,22,1.37
2025-08-23 22:31:00,Rusted Root,Send Me on My Way,88681,2025-08-23,2025-08,22,1.48
2025-08-23 22:32:00,Ainda,KILÓMETROS,10053,2025-08-23,2025-08,22,0.17
2025-08-23 22:32:00,The White Stripes,We're Going to Be Friends,63145,2025-08-23,2025-08,22,1.05
2025-08-23 22:33:00,C. Tangana,Me Maten - Live at NPR's Tiny Desk,4373,2025-08-23,2025-08,22,0.07
2025-08-23 22:33:00,El Plan De La Mariposa,Semilla del Alma,10248,2025-08-23,2025-08,22,0.17
2025-08-23 22:33:00,Silvio Rodríguez,Quién Fuera,7507,2025-08-23,2025-08,22,0.13
2025-08-23 22:36:00,La Maquina De Hacer Pájaros,Por Probar el Vino y el Agua Salada,199498,2025-08-23,2025-08,22,3.32
2025-08-23 22:36:00,Ratones Paranoicos,Carol,15408,2025-08-23,2025-08,22,0.26
2025-08-23 22:37:00,Led Zeppelin,That's the Way - Remaster,19633,2025-08-23,2025-08,22,0.33
2025-08-23 22:37:00,Led Zeppelin,Trampled Under Foot - Remaster,12945,2025-08-23,2025-08,22,0.22
2025-08-23 22:39:00,Led Zeppelin,Houses of the Holy - Remaster,137572,2025-08-23,2025-08,22,2.29
2025-08-23 22:40:00,Led Zeppelin,The Wanton Song - Remaster,29097,2025-08-23,2025-08,22,0.48
2025-08-23 22:40:00,Led Zeppelin,Boogie with Stu - Remaster,42514,2025-08-23,2025-08,22,0.71
2025-08-23 22:41:00,Led Zeppelin,Over the Hills and Far Away - Remaster,33293,2025-08-23,2025-08,22,0.55
2025-08-23 22:41:00,Led Zeppelin,Dancing Days - Remaster,10994,2025-08-23,2025-08,22,0.18
2025-08-23 22:46:00,Led Zeppelin,The Ocean - Remaster,271397,2025-08-23,2025-08,22,4.52
2025-08-23 22:51:00,Led Zeppelin,The Song Remains the Same - Remaster,328060,2025-08-23,2025-08,22,5.47
2025-08-23 22:59:00,Led Zeppelin,The Rain Song - Remaster,458258,2025-08-23,2025-08,22,7.64
2025-08-23 23:04:00,Led Zeppelin,Over the Hills and Far Away - Remaster,290249,2025-08-23,2025-08,23,4.84
2025-08-23 23:07:00,Led Zeppelin,The Crunge - Remaster,196729,2025-08-23,2025-08,23,3.28
2025-08-23 23:11:00,Led Zeppelin,Dancing Days - Remaster,222670,2025-08-23,2025-08,23,3.71
2025-08-23 23:15:00,Led Zeppelin,D'yer Mak'er - Remaster,262030,2025-08-23,2025-08,23,4.37
2025-08-23 23:22:00,Led Zeppelin,No Quarter - Remaster,421747,2025-08-23,2025-08,23,7.03
2025-08-23 23:27:00,Led Zeppelin,The Ocean - Remaster,271397,2025-08-23,2025-08,23,4.52
2025-08-23 23:29:00,Led Zeppelin,The Song Remains the Same - Remaster,112023,2025-08-23,2025-08,23,1.87
2025-08-23 23:59:00,Brenton Wood,Oogum Boogum Song,33365,2025-08-23,2025-08,23,0.56
2025-08-24 12:08:00,Pink Floyd,Breathe (In the Air),7778,2025-08-24,2025-08,12,0.13
2025-08-24 12:11:00,Pink Floyd,Breathe (In the Air),11727,2025-08-24,2025-08,12,0.2
2025-08-24 12:15:00,Arcade Fire,Everything Now (Todo Ya) - Remix por Bomba Estéreo,2914,2025-08-24,2025-08,12,0.05
2025-08-24 12:15:00,The Velvet Underground,Sweet Jane,197826,2025-08-24,2025-08,12,3.3
2025-08-24 12:19:00,Björk,Violently Happy - Domestic Mix,1698,2025-08-24,2025-08,12,0.03
2025-08-24 12:19:00,Babasonicos,Anubis,1831,2025-08-24,2025-08,12,0.03
2025-08-24 12:19:00,The Smiths,Ask - 2011 Remaster,2214,2025-08-24,2025-08,12,0.04
2025-08-24 12:19:00,Marilina Bertoldi,EL GORDO,3114,2025-08-24,2025-08,12,0.05
2025-08-24 12:19:00,Bob Marley & The Wailers,Roots,1845,2025-08-24,2025-08,12,0.03
2025-08-24 12:19:00,Cuco,Under The Sun,1814,2025-08-24,2025-08,12,0.03
2025-08-24 12:19:00,Fito Paez,Solo La La La,2414,2025-08-24,2025-08,12,0.04
2025-08-24 12:19:00,Pescado Rabioso,Como el Viento Voy a Ver,2398,2025-08-24,2025-08,12,0.04
2025-08-24 12:19:00,Kali Uchis,telepatía,3627,2025-08-24,2025-08,12,0.06
2025-08-24 12:19:00,Babasonicos,Trinchera,3740,2025-08-24,2025-08,12,0.06
2025-08-24 12:19:00,Charly García,Filosofía Barata y Zapatos de Goma,1898,2025-08-24,2025-08,12,0.03
2025-08-24 12:19:00,Charly García,Canción De Dos Por Tres,3104,2025-08-24,2025-08,12,0.05
2025-08-24 12:19:00,Buena Vista Social Club,El Cuarto de Tula,3490,2025-08-24,2025-08,12,0.06
2025-08-24 12:19:00,Pescado Rabioso,Credulidad,1677,2025-08-24,2025-08,12,0.03
2025-08-24 12:19:00,Turf,Quiero Seguir Asi,232221,2025-08-24,2025-08,12,3.87
2025-08-24 12:22:00,La Maquina De Hacer Pájaros,Como Mata el Viento Norte,164440,2025-08-24,2025-08,12,2.74
2025-08-24 12:22:00,La Renga,Psilosibe Mexicana,11870,2025-08-24,2025-08,12,0.2
2025-08-24 12:22:00,Charly García,Adela en el Carrousell,1974,2025-08-24,2025-08,12,0.03
2025-08-24 12:23:00,Trueno,Sangría - con WOS,2100,2025-08-24,2025-08,12,0.04
2025-08-24 12:23:00,Gustavo Pena - El Príncipe,Pescador de maravillas,1950,2025-08-24,2025-08,12,0.03
2025-08-24 12:25:00,José González,El Invento,153413,2025-08-24,2025-08,12,2.56
2025-08-24 12:28:00,Morphine,Cure for Pain,194093,2025-08-24,2025-08,12,3.23
2025-08-24 12:32:00,Gabo Ferro,Puesto a germinar,204933,2025-08-24,2025-08,12,3.42
2025-08-24 12:35:00,Gauchito Club,Charlatán,207610,2025-08-24,2025-08,12,3.46
2025-08-24 12:47:00,Red Hot Chili Peppers,Nerve Flip,91829,2025-08-24,2025-08,12,1.53
2025-08-24 14:00:00,The Velvet Underground,I'll Be Your Mirror,2403,2025-08-24,2025-08,14,0.04
2025-08-24 14:00:00,Red Hot Chili Peppers,Nerve Flip,72509,2025-08-24,2025-08,14,1.21
2025-08-24 14:04:00,Luis Alberto Spinetta,La Bengala Perdida,1976,2025-08-24,2025-08,14,0.03
2025-08-24 14:04:00,Polo & Pan,Les jolies choses,222373,2025-08-24,2025-08,14,3.71
2025-08-24 14:04:00,Leo Maslíah,Biromes y Servilletas,5893,2025-08-24,2025-08,14,0.1
2025-08-24 14:05:00,The Lumineers,Patience,20072,2025-08-24,2025-08,14,0.33
2025-08-24 14:09:00,Vampire Weekend,A-Punk,2230,2025-08-24,2025-08,14,0.04
2025-08-24 14:09:00,Las Pelotas,Bombachitas Rosas,210026,2025-08-24,2025-08,14,3.5
2025-08-24 14:09:00,Café Tacvba,Trópico de cáncer,6108,2025-08-24,2025-08,14,0.1
2025-08-24 14:09:00,XENEZE,When i Wake,8487,2025-08-24,2025-08,14,0.14
2025-08-24 14:13:00,La Maquina De Hacer Pájaros,Rock and Roll,247146,2025-08-24,2025-08,14,4.12
2025-08-24 14:13:00,Pedro Aznar,Cuerpo y Alma,24665,2025-08-24,2025-08,14,0.41
2025-08-24 14:17:00,The Kinks,Strangers (2020 Stereo Remaster),201022,2025-08-24,2025-08,14,3.35
2025-08-24 14:32:00,Luca Bocci,Paraíso Corazón,174357,2025-08-24,2025-08,14,2.91
2025-08-25 12:02:00,Virus,Superficies de Placer,266986,2025-08-25,2025-08,12,4.45
2025-08-25 12:13:00,Bad Bunny,BAILE INoLVIDABLE,77120,2025-08-25,2025-08,12,1.29
2025-08-25 14:10:00,Usted Señalemelo,Las Flores Sangran,82,2025-08-25,2025-08,14,0.0
2025-08-25 15:47:00,Emmanuel Horvilleur,Llamame,3160,2025-08-25,2025-08,15,0.05
2025-08-25 15:48:00,Emmanuel Horvilleur,Tu Hermana,32880,2025-08-25,2025-08,15,0.55
2025-08-25 15:48:00,Bersuit Vergarabat,De La Cabeza - Live In Buenos Aires / 2001,19576,2025-08-25,2025-08,15,0.33
2025-08-25 15:49:00,Bersuit Vergarabat,La Bolsa,15480,2025-08-25,2025-08,15,0.26
2025-08-25 15:53:00,Bersuit Vergarabat,Sr. Cobranza,259066,2025-08-25,2025-08,15,4.32
2025-08-25 15:54:00,Bersuit Vergarabat,Vuelos,81786,2025-08-25,2025-08,15,1.36
2025-08-25 22:41:00,Dillom,Ciudad de la Paz,6506,2025-08-25,2025-08,22,0.11
2025-08-25 22:41:00,Martín Buscaglia,Altas Horas,154733,2025-08-25,2025-08,22,2.58
2025-08-25 22:46:00,Charly García,Cuchillos,269066,2025-08-25,2025-08,22,4.48
2025-08-25 22:50:00,Los Piojos,Sudestada,241746,2025-08-25,2025-08,22,4.03
2025-08-25 23:00:00,El Kuelgue,Altos Vuelos,19906,2025-08-25,2025-08,23,0.33
2025-08-26 12:08:00,Martín Buscaglia,Viajar Contigo Es Como Escuchar la Vida Secreta de las Plantas,1547,2025-08-26,2025-08,12,0.03
2025-08-26 23:17:00,Emmanuel Horvilleur,Pitada,243185,2025-08-26,2025-08,23,4.05
2025-08-26 23:19:00,Mora y los Metegoles,Adscriptos,123018,2025-08-26,2025-08,23,2.05
2025-08-26 23:23:00,Gauchito Club,Lowcost,241083,2025-08-26,2025-08,23,4.02
2025-08-26 23:27:00,Delinquent Habits,Tres Delinquentes - Radio Version,255693,2025-08-26,2025-08,23,4.26
2025-08-26 23:30:00,Pretenders,Brass in Pocket,184093,2025-08-26,2025-08,23,3.07
2025-08-26 23:35:00,Indio Solari,"El Ruiseñor, el Amor y la Muerte",310173,2025-08-26,2025-08,23,5.17
2025-08-26 23:40:00,Sui Generis,Botas Locas,294733,2025-08-26,2025-08,23,4.91
2025-08-26 23:42:00,Ric Ocasek,Emotion In Motion,67772,2025-08-26,2025-08,23,1.13
2025-08-27 12:08:00,La Chicana,Juguete Rabioso,324,2025-08-27,2025-08,12,0.01
2025-08-27 14:10:00,Radiohead,Pyramid Song,340,2025-08-27,2025-08,14,0.01
2025-08-27 22:07:00,Máze,La Distancia Es Fundamental,24534,2025-08-27,2025-08,22,0.41
2025-08-27 23:07:00,Oasis,Supersonic - Remastered,2667,2025-08-27,2025-08,23,0.04
2025-08-27 23:07:00,Marilina Bertoldi,Chicas Malas,11690,2025-08-27,2025-08,23,0.19
2025-08-27 23:11:00,Axel Fiks,Ojitos de Md,0,2025-08-27,2025-08,23,0.0
2025-08-27 23:11:00,Máze,La Distancia Es Fundamental,254037,2025-08-27,2025-08,23,4.23
2025-08-27 23:16:00,Pearl Jam,Yellow Ledbetter,303586,2025-08-27,2025-08,23,5.06
2025-08-27 23:19:00,Gorillaz,Tormenta (feat. Bad Bunny),193463,2025-08-27,2025-08,23,3.22
2025-08-27 23:22:00,Fito Paez,Ambar Violeta,143106,2025-08-27,2025-08,23,2.39
2025-08-27 23:25:00,Maria Gabriela Epumer,Quiero Estar Entre Tus Cosas,182240,2025-08-27,2025-08,23,3.04
2025-08-27 23:30:00,The Rolling Stones,Waiting On A Friend - Remastered 2009,274226,2025-08-27,2025-08,23,4.57
2025-08-27 23:34:00,Lou Reed,Satellite of Love,221120,2025-08-27,2025-08,23,3.69
2025-08-27 23:38:00,Patricio Rey y sus Redonditos de Ricota,Nuestro Amo Juega al Esclavo,239906,2025-08-27,2025-08,23,4.0
2025-08-27 23:41:00,Marina Fages,Tu Modo Amable,193012,2025-08-27,2025-08,23,3.22
2025-08-27 23:45:00,Taylor Swift,august,261922,2025-08-27,2025-08,23,4.37
2025-08-27 23:51:00,Los Piojos,Ando Ganas (Llora Llora),343293,2025-08-27,2025-08,23,5.72
2025-08-27 23:54:00,Silvio Rodríguez,Canción Urgente para Nicaragua,178131,2025-08-27,2025-08,23,2.97
2025-08-27 23:58:00,Camaron De La Isla,Volando Voy - Rumba,211493,2025-08-27,2025-08,23,3.52
2025-08-28 00:02:00,The Flaming Lips,"Yoshimi Battles the Pink Robots, Pt. 1",287506,2025-08-28,2025-08,0,4.79
2025-08-28 00:06:00,Bestia Bebé,El rock and roll pasó de moda,241297,2025-08-28,2025-08,0,4.02
2025-08-28 00:09:00,El Mató a un Policía Motorizado,Diamante Roto,181766,2025-08-28,2025-08,0,3.03
2025-08-28 00:12:00,Marilina Bertoldi,Sexo Con Modelos,169653,2025-08-28,2025-08,0,2.83
2025-08-28 00:16:00,Perotá Chingó,Momentánea,240449,2025-08-28,2025-08,0,4.01
2025-08-28 00:19:00,Charly García,No Soy Un Extraño,132243,2025-08-28,2025-08,0,2.2
2025-08-28 12:08:00,Arcade Fire,The Lightning I,1297,2025-08-28,2025-08,12,0.02
2025-08-29 12:08:00,Gauchito Club,Encendedor,1295,2025-08-29,2025-08,12,0.02
2025-08-29 12:41:00,Pescado Rabioso,Por,2230,2025-08-29,2025-08,12,0.04
2025-08-29 14:52:00,El Kuelgue,Bondi,45976,2025-08-29,2025-08,14,0.77
2025-08-30 12:09:00,Bad Bunny,Neverita,52442,2025-08-30,2025-08,12,0.87
2025-08-30 14:05:00,El Mató a un Policía Motorizado,La Noche Eterna,327739,2025-08-30,2025-08,14,5.46
2025-08-30 14:08:00,Bob Marley & The Wailers,Pimper's Paradise,207773,2025-08-30,2025-08,14,3.46
2025-08-30 14:20:00,Joni Mitchell,Both Sides Now,60863,2025-08-30,2025-08,14,1.01
2025-08-30 16:09:00,Máze,La Distancia Es Fundamental,254037,2025-08-30,2025-08,16,4.23
2025-08-30 16:12:00,Babasonicos,Tormento,215386,2025-08-30,2025-08,16,3.59
2025-08-30 16:16:00,Red Hot Chili Peppers,Here Ever After,230342,2025-08-30,2025-08,16,3.84
2025-08-30 16:18:00,Axel Fiks,Fellinesca,134425,2025-08-30,2025-08,16,2.24
2025-08-30 16:23:00,Charly García,Nuevos Trapos,245040,2025-08-30,2025-08,16,4.08
2025-08-30 16:27:00,Usted Señalemelo,"Puedo Morir, Puedo Caer",246600,2025-08-30,2025-08,16,4.11
2025-08-30 16:30:00,Los Besos,Matemática sentimental,178995,2025-08-30,2025-08,16,2.98
2025-08-30 16:32:00,Miguel Abuelo,Verili,119186,2025-08-30,2025-08,16,1.99
2025-08-30 16:34:00,Miguel Abuelo,Dónde Está la Ternura - Inédito - En Vivo,117454,2025-08-30,2025-08,16,1.96
2025-08-30 16:38:00,El Kuelgue,Peluquita,240299,2025-08-30,2025-08,16,4.0
2025-08-30 16:41:00,Elis Regina,Águas De Março,214003,2025-08-30,2025-08,16,3.57
2025-08-30 16:46:00,Soundgarden,Black Hole Sun,318586,2025-08-30,2025-08,16,5.31
2025-08-30 16:50:00,Suarez,Río Paraná,188639,2025-08-30,2025-08,16,3.14
2025-08-30 16:52:00,Eddie Vedder,Guaranteed,164500,2025-08-30,2025-08,16,2.74
2025-08-30 16:55:00,Babasonicos,Soy Rock,160063,2025-08-30,2025-08,16,2.67
2025-08-30 16:56:00,Eduardo Mateo,Príncipe Azul,62708,2025-08-30,2025-08,16,1.05
2025-08-30 17:04:00,Led Zeppelin,That's the Way - Remaster,244720,2025-08-30,2025-08,17,4.08
2025-08-30 18:47:00,Led Zeppelin,That's the Way - Remaster,92433,2025-08-30,2025-08,18,1.54
2025-08-30 18:49:00,Sui Generis,Estación,90973,2025-08-30,2025-08,18,1.52
2025-08-30 18:53:00,Julian Casablancas,11th Dimension,243333,2025-08-30,2025-08,18,4.06
2025-08-30 18:56:00,La Renga,Psilosibe Mexicana,201659,2025-08-30,2025-08,18,3.36
2025-08-30 19:01:00,Charly García,Bancate Ese Defecto,294986,2025-08-30,2025-08,19,4.92
2025-08-30 19:04:00,Gabo Ferro,Si es hombre,205693,2025-08-30,2025-08,19,3.43
2025-08-30 19:08:00,Las Ligas Menores,A 1200 Km,229842,2025-08-30,2025-08,19,3.83
2025-08-30 19:11:00,Marilina Bertoldi,En mi,179306,2025-08-30,2025-08,19,2.99
2025-08-30 19:15:00,The Cure,Mint Car,212533,2025-08-30,2025-08,19,3.54
2025-08-30 19:20:00,Red Hot Chili Peppers,Wet Sand,309800,2025-08-30,2025-08,19,5.16
2025-08-30 19:23:00,Duratierra,Las flores del jardín,206621,2025-08-30,2025-08,19,3.44
2025-08-30 19:27:00,Alejandro y Maria Laura,Aparato,212574,2025-08-30,2025-08,19,3.54
2025-08-30 19:30:00,LOUTA,AYER TE VI (feat. Zoe Gotusso),209133,2025-08-30,2025-08,19,3.49
2025-08-30 19:34:00,Polo & Pan,Les jolies choses,222373,2025-08-30,2025-08,19,3.71
2025-08-30 19:39:00,Finn,In Luv With U,273059,2025-08-30,2025-08,19,4.55
2025-08-30 19:43:00,Taylor Swift,Fortnight (feat. Post Malone),228965,2025-08-30,2025-08,19,3.82
2025-08-30 19:47:00,Ainda,Arriba y abajo,243640,2025-08-30,2025-08,19,4.06
2025-08-30 19:48:00,Maria Gabriela Epumer,Quiero Estar Entre Tus Cosas,75575,2025-08-30,2025-08,19,1.26
